zip,city,region,district
68623,Tuy Hoa,Central,District #30
68624,Phan Rang-Thap Cham,Central,District #30
68626,Tam Ky,Central,District #30
68627,Nha Trang,Central,District #30
68628,Dong Hoi,Central,District #30
68629,Hue,Central,District #30
68631,Tuy Hoa,Central,District #30
68632,Phan Thiet,Central,District #30
68633,Tuy Hoa,Central,District #30
68634,Tam Ky,Central,District #30
68635,Phan Rang-Thap Cham,Central,District #30
68636,Quang Ngai,Central,District #30
68637,Quang Ngai,Central,District #30
68638,Phan Thiet,Central,District #30
68640,Hoi An,Central,District #30
68641,Phan Rang-Thap Cham,Central,District #30
68642,Tuy Hoa,Central,District #30
68643,Quang Ngai,Central,District #30
68644,Da Nang,Central,District #30
68647,Phan Rang-Thap Cham,Central,District #30
68648,Hoi An,Central,District #30
68649,Phan Thiet,Central,District #30
68651,Phan Rang-Thap Cham,Central,District #30
68652,Quy Nhon,Central,District #30
68653,Tam Ky,Central,District #30
68654,Da Nang,Central,District #30
68655,Tam Ky,Central,District #30
68658,Da Nang,Central,District #30
68659,Kon Tum,Central,District #30
68660,Dong Hoi,Central,District #30
68661,Hoi An,Central,District #30
68662,Phan Rang-Thap Cham,Central,District #30
68663,Da Nang,Central,District #30
68664,Quang Ngai,Central,District #30
68665,Hue,Central,District #30
68666,Da Nang,Central,District #30
68667,Hoi An,Central,District #30
68669,Nha Trang,Central,District #30
68701,Tuy Hoa,Central,District #30
68702,Phan Thiet,Central,District #30
68711,Phan Rang-Thap Cham,Central,District #30
68713,Tuy Hoa,Central,District #30
68714,Quang Ngai,Central,District #30
68715,Quy Nhon,Central,District #30
68720,Nha Trang,Central,District #30
68725,Kon Tum,Central,District #30
68726,Quang Ngai,Central,District #30
68734,Quang Ngai,Central,District #30
68735,Da Nang,Central,District #30
68738,Tam Ky,Central,District #30
68740,Tuy Hoa,Central,District #30
68742,Tam Ky,Central,District #30
68748,Dong Hoi,Central,District #30
68752,Phan Rang-Thap Cham,Central,District #30
68756,Da Nang,Central,District #30
68758,Phan Thiet,Central,District #30
68759,Phan Rang-Thap Cham,Central,District #30
68761,Tam Ky,Central,District #30
68763,Phan Rang-Thap Cham,Central,District #30
68764,Da Nang,Central,District #30
68765,Nha Trang,Central,District #30
68766,Hue,Central,District #30
68767,Dong Hoi,Central,District #30
68768,Phan Thiet,Central,District #30
68769,Dong Hoi,Central,District #30
68773,Tuy Hoa,Central,District #30
68779,Hue,Central,District #30
68780,Kon Tum,Central,District #30
68781,Hoi An,Central,District #30
68788,Quang Ngai,Central,District #30
68790,Tuy Hoa,Central,District #30
68791,Phan Thiet,Central,District #30
68801,Kon Tum,Central,District #30
68802,Dong Hoi,Central,District #30
68803,Quang Ngai,Central,District #30
68810,Tam Ky,Central,District #30
68812,Quang Ngai,Central,District #30
68813,Tuy Hoa,Central,District #30
68814,Dong Hoi,Central,District #30
68815,Dong Hoi,Central,District #30
68816,Tam Ky,Central,District #30
68817,Hoi An,Central,District #30
68818,Da Nang,Central,District #30
68820,Tam Ky,Central,District #30
68821,Quy Nhon,Central,District #30
68822,Dong Hoi,Central,District #30
68823,Phan Thiet,Central,District #30
68824,Tuy Hoa,Central,District #30
68825,Phan Rang-Thap Cham,Central,District #30
68826,Quang Ngai,Central,District #30
68827,Kon Tum,Central,District #30
68828,Kon Tum,Central,District #30
68831,Hue,Central,District #30
68832,Dong Hoi,Central,District #30
68833,Quang Ngai,Central,District #30
68834,Kon Tum,Central,District #30
68835,Dong Hoi,Central,District #30
68836,Da Nang,Central,District #30
68837,Hoi An,Central,District #30
68838,Hue,Central,District #30
68840,Hoi An,Central,District #30
68841,Hue,Central,District #30
68842,Phan Rang-Thap Cham,Central,District #30
68843,Tam Ky,Central,District #30
68844,Tuy Hoa,Central,District #30
68845,Kon Tum,Central,District #30
68846,Dong Hoi,Central,District #30
68847,Tam Ky,Central,District #30
68848,Nha Trang,Central,District #30
68849,Phan Rang-Thap Cham,Central,District #30
68850,Quang Ngai,Central,District #30
68852,Phan Rang-Thap Cham,Central,District #30
68853,Da Nang,Central,District #30
68854,Hue,Central,District #30
68855,Hue,Central,District #30
68856,Tuy Hoa,Central,District #30
68858,Quang Ngai,Central,District #30
68859,Nha Trang,Central,District #30
68860,Nha Trang,Central,District #30
68861,Dong Hoi,Central,District #30
68862,Kon Tum,Central,District #30
68863,Kon Tum,Central,District #30
68864,Tam Ky,Central,District #30
68865,Tuy Hoa,Central,District #30
68866,Hue,Central,District #30
68869,Kon Tum,Central,District #30
68870,Da Nang,Central,District #30
68871,Quy Nhon,Central,District #30
68872,Tuy Hoa,Central,District #30
68873,Kon Tum,Central,District #30
68874,Hoi An,Central,District #30
68875,Dong Hoi,Central,District #30
68876,Hoi An,Central,District #30
68878,Da Nang,Central,District #30
68879,Tam Ky,Central,District #30
68881,Quang Ngai,Central,District #30
68882,Nha Trang,Central,District #30
68883,Kon Tum,Central,District #30
68901,Dong Hoi,Central,District #30
68902,Tam Ky,Central,District #30
68920,Tam Ky,Central,District #30
68922,Tam Ky,Central,District #30
68923,Hue,Central,District #30
68924,Dong Hoi,Central,District #30
68925,Phan Rang-Thap Cham,Central,District #30
68926,Tam Ky,Central,District #30
68927,Tam Ky,Central,District #30
68928,Phan Thiet,Central,District #30
68929,Dong Hoi,Central,District #30
68930,Nha Trang,Central,District #30
68932,Da Nang,Central,District #30
68933,Phan Rang-Thap Cham,Central,District #30
68934,Dong Hoi,Central,District #30
68935,Dong Hoi,Central,District #30
68936,Nha Trang,Central,District #30
68937,Hoi An,Central,District #30
68938,Tam Ky,Central,District #30
68939,Phan Rang-Thap Cham,Central,District #30
68940,Nha Trang,Central,District #30
68941,Quang Ngai,Central,District #30
68942,Kon Tum,Central,District #30
68943,Hoi An,Central,District #30
68944,Hoi An,Central,District #30
68945,Hoi An,Central,District #30
68946,Phan Thiet,Central,District #30
68947,Quang Ngai,Central,District #30
68948,Kon Tum,Central,District #30
68949,Kon Tum,Central,District #30
68950,Tam Ky,Central,District #30
68952,Da Nang,Central,District #30
68954,Nha Trang,Central,District #30
68955,Quang Ngai,Central,District #30
68956,Quy Nhon,Central,District #30
68957,Da Nang,Central,District #30
68958,Kon Tum,Central,District #30
68959,Nha Trang,Central,District #30
68960,Dong Hoi,Central,District #30
68961,Kon Tum,Central,District #30
68964,Quang Ngai,Central,District #30
68966,Tuy Hoa,Central,District #30
68967,Da Nang,Central,District #30
68969,Tuy Hoa,Central,District #30
68970,Phan Thiet,Central,District #30
68971,Kon Tum,Central,District #30
68972,Hue,Central,District #30
68973,Hoi An,Central,District #30
68974,Da Nang,Central,District #30
68975,Kon Tum,Central,District #30
68976,Nha Trang,Central,District #30
68977,Quang Ngai,Central,District #30
68978,Tam Ky,Central,District #30
68979,Tuy Hoa,Central,District #30
68980,Phan Thiet,Central,District #30
68981,Nha Trang,Central,District #30
68982,Phan Rang-Thap Cham,Central,District #30
69001,Nha Trang,Central,District #30
69020,Hoi An,Central,District #30
69021,Hue,Central,District #30
69022,Quy Nhon,Central,District #30
69023,Quang Ngai,Central,District #30
69024,Phan Rang-Thap Cham,Central,District #30
69025,Phan Thiet,Central,District #30
69026,Quang Ngai,Central,District #30
69027,Quy Nhon,Central,District #30
69028,Hoi An,Central,District #30
69029,Phan Thiet,Central,District #30
69030,Quy Nhon,Central,District #30
69032,Phan Rang-Thap Cham,Central,District #30
69033,Dong Hoi,Central,District #30
69034,Kon Tum,Central,District #30
69036,Kon Tum,Central,District #30
69037,Tuy Hoa,Central,District #30
69038,Dong Hoi,Central,District #30
69039,Hue,Central,District #30
69040,Da Nang,Central,District #30
69041,Quang Ngai,Central,District #30
69042,Tuy Hoa,Central,District #30
69043,Tuy Hoa,Central,District #30
69044,Nha Trang,Central,District #30
69045,Quang Ngai,Central,District #30
69046,Phan Thiet,Central,District #30
69101,Hue,Central,District #30
69103,Quy Nhon,Central,District #30
69120,Kon Tum,Central,District #30
69121,Hoi An,Central,District #30
69122,Nha Trang,Central,District #30
69123,Tam Ky,Central,District #30
69125,Tuy Hoa,Central,District #30
69127,Nha Trang,Central,District #30
69129,Phan Rang-Thap Cham,Central,District #30
69130,Hoi An,Central,District #30
69132,Quy Nhon,Central,District #30
69134,Quang Ngai,Central,District #30
69135,Da Nang,Central,District #30
69138,Phan Rang-Thap Cham,Central,District #30
69140,Tuy Hoa,Central,District #30
69142,Phan Thiet,Central,District #30
69143,Nha Trang,Central,District #30
69144,Quy Nhon,Central,District #30
69146,Phan Thiet,Central,District #30
69147,Da Nang,Central,District #30
69148,Tam Ky,Central,District #30
69149,Tam Ky,Central,District #30
69150,Tam Ky,Central,District #30
69151,Tam Ky,Central,District #30
69152,Tuy Hoa,Central,District #30
69153,Hoi An,Central,District #30
69154,Phan Thiet,Central,District #30
69155,Phan Thiet,Central,District #30
69157,Hoi An,Central,District #30
69161,Kon Tum,Central,District #30
69163,Nha Trang,Central,District #30
69165,Da Nang,Central,District #30
69166,Quy Nhon,Central,District #30
69167,Phan Rang-Thap Cham,Central,District #30
69168,Phan Thiet,Central,District #30
69169,Dong Hoi,Central,District #30
69170,Phan Rang-Thap Cham,Central,District #30
69171,Nha Trang,Central,District #30
69190,Phan Thiet,Central,District #30
69201,Dong Hoi,Central,District #30
69210,Hue,Central,District #30
69211,Hue,Central,District #30
69212,Nha Trang,Central,District #30
69214,Da Nang,Central,District #30
69216,Nha Trang,Central,District #30
69217,Kon Tum,Central,District #30
69218,Hoi An,Central,District #30
69219,Dong Hoi,Central,District #30
69220,Kon Tum,Central,District #30
69221,Nha Trang,Central,District #30
69333,Tuy Hoa,Central,District #30
69335,Tam Ky,Central,District #30
69340,Nha Trang,Central,District #30
69350,Kon Tum,Central,District #30
69351,Dong Hoi,Central,District #30
69366,Tam Ky,Central,District #30
63556,Phan Rang-Thap Cham,Central,District #30
63560,Phan Thiet,Central,District #30
63565,Phan Rang-Thap Cham,Central,District #30
64001,Phan Thiet,Central,District #30
64002,Nha Trang,Central,District #30
64011,Quy Nhon,Central,District #30
64012,Hoi An,Central,District #30
64013,Tuy Hoa,Central,District #30
64014,Phan Rang-Thap Cham,Central,District #30
64015,Dong Hoi,Central,District #30
64016,Dong Hoi,Central,District #30
64017,Phan Rang-Thap Cham,Central,District #30
64018,Hoi An,Central,District #30
64019,Quy Nhon,Central,District #30
64020,Tuy Hoa,Central,District #30
64021,Da Nang,Central,District #30
64022,Phan Thiet,Central,District #30
64024,Hoi An,Central,District #30
64028,Phan Rang-Thap Cham,Central,District #30
64029,Dong Hoi,Central,District #30
64030,Phan Thiet,Central,District #30
64034,Phan Rang-Thap Cham,Central,District #30
64035,Quang Ngai,Central,District #30
64036,Phan Rang-Thap Cham,Central,District #30
64037,Quy Nhon,Central,District #30
64040,Dong Hoi,Central,District #30
64048,Phan Thiet,Central,District #30
64050,Hue,Central,District #30
64051,Quy Nhon,Central,District #30
64052,Da Nang,Central,District #30
64053,Quang Ngai,Central,District #30
64054,Phan Rang-Thap Cham,Central,District #30
64055,Da Nang,Central,District #30
64056,Quang Ngai,Central,District #30
64057,Quy Nhon,Central,District #30
64058,Phan Rang-Thap Cham,Central,District #30
64060,Hoi An,Central,District #30
64061,Hue,Central,District #30
64062,Hue,Central,District #30
64063,Quy Nhon,Central,District #30
64064,Tam Ky,Central,District #30
64065,Kon Tum,Central,District #30
64066,Tam Ky,Central,District #30
64067,Hoi An,Central,District #30
64068,Tuy Hoa,Central,District #30
64069,Da Nang,Central,District #30
64070,Quy Nhon,Central,District #30
64071,Dong Hoi,Central,District #30
64072,Nha Trang,Central,District #30
64073,Dong Hoi,Central,District #30
64074,Tam Ky,Central,District #30
64075,Kon Tum,Central,District #30
64076,Nha Trang,Central,District #30
64077,Phan Thiet,Central,District #30
64078,Dong Hoi,Central,District #30
64079,Tuy Hoa,Central,District #30
64080,Hoi An,Central,District #30
64081,Da Nang,Central,District #30
64082,Tuy Hoa,Central,District #30
64083,Tam Ky,Central,District #30
64084,Nha Trang,Central,District #30
64085,Phan Thiet,Central,District #30
64086,Nha Trang,Central,District #30
64088,Tam Ky,Central,District #30
64089,Tuy Hoa,Central,District #30
64090,Kon Tum,Central,District #30
64092,Phan Thiet,Central,District #30
64093,Dong Hoi,Central,District #30
64096,Hue,Central,District #30
64097,Hue,Central,District #30
64098,Tuy Hoa,Central,District #30
64150,Quang Ngai,Central,District #30
64401,Hue,Central,District #30
64402,Tuy Hoa,Central,District #30
64420,Kon Tum,Central,District #30
64421,Da Nang,Central,District #30
64422,Phan Rang-Thap Cham,Central,District #30
64423,Quy Nhon,Central,District #30
64424,Quy Nhon,Central,District #30
64426,Tuy Hoa,Central,District #30
64427,Hoi An,Central,District #30
64428,Hue,Central,District #30
64429,Kon Tum,Central,District #30
64430,Quy Nhon,Central,District #30
64431,Hoi An,Central,District #30
64432,Tuy Hoa,Central,District #30
64433,Hoi An,Central,District #30
64434,Phan Rang-Thap Cham,Central,District #30
64436,Da Nang,Central,District #30
64437,Quang Ngai,Central,District #30
64438,Quy Nhon,Central,District #30
64439,Kon Tum,Central,District #30
64440,Quang Ngai,Central,District #30
64441,Kon Tum,Central,District #30
64442,Hoi An,Central,District #30
64443,Tam Ky,Central,District #30
64444,Phan Rang-Thap Cham,Central,District #30
64445,Hue,Central,District #30
64446,Kon Tum,Central,District #30
64448,Phan Rang-Thap Cham,Central,District #30
64449,Tuy Hoa,Central,District #30
64451,Hoi An,Central,District #30
64453,Phan Rang-Thap Cham,Central,District #30
64454,Phan Thiet,Central,District #30
64455,Nha Trang,Central,District #30
64456,Dong Hoi,Central,District #30
64457,Da Nang,Central,District #30
64458,Quy Nhon,Central,District #30
64459,Hue,Central,District #30
64461,Quang Ngai,Central,District #30
64463,Quang Ngai,Central,District #30
64465,Quang Ngai,Central,District #30
64466,Tuy Hoa,Central,District #30
64467,Kon Tum,Central,District #30
64468,Hoi An,Central,District #30
64469,Hoi An,Central,District #30
64470,Hoi An,Central,District #30
64471,Kon Tum,Central,District #30
64473,Hue,Central,District #30
64474,Da Nang,Central,District #30
64475,Hue,Central,District #30
64476,Phan Rang-Thap Cham,Central,District #30
64477,Quang Ngai,Central,District #30
64479,Kon Tum,Central,District #30
64480,Hoi An,Central,District #30
64481,Quy Nhon,Central,District #30
64482,Quang Ngai,Central,District #30
64483,Da Nang,Central,District #30
64484,Kon Tum,Central,District #30
64485,Phan Rang-Thap Cham,Central,District #30
64486,Hue,Central,District #30
64487,Phan Thiet,Central,District #30
64489,Tam Ky,Central,District #30
64490,Quy Nhon,Central,District #30
64491,Kon Tum,Central,District #30
64492,Quang Ngai,Central,District #30
64493,Hoi An,Central,District #30
64494,Phan Rang-Thap Cham,Central,District #30
64496,Tuy Hoa,Central,District #30
64497,Hoi An,Central,District #30
64498,Tuy Hoa,Central,District #30
64499,Dong Hoi,Central,District #30
64501,Nha Trang,Central,District #30
64502,Tam Ky,Central,District #30
64503,Phan Thiet,Central,District #30
64504,Hoi An,Central,District #30
64505,Tuy Hoa,Central,District #30
64506,Phan Rang-Thap Cham,Central,District #30
64507,Kon Tum,Central,District #30
64508,Nha Trang,Central,District #30
64601,Nha Trang,Central,District #30
64620,Kon Tum,Central,District #30
64622,Tam Ky,Central,District #30
64623,Quang Ngai,Central,District #30
64624,Quang Ngai,Central,District #30
64625,Quang Ngai,Central,District #30
64630,Dong Hoi,Central,District #30
64632,Tam Ky,Central,District #30
64633,Quy Nhon,Central,District #30
64635,Quy Nhon,Central,District #30
64636,Dong Hoi,Central,District #30
64637,Phan Rang-Thap Cham,Central,District #30
64638,Quang Ngai,Central,District #30
64639,Tuy Hoa,Central,District #30
64640,Quy Nhon,Central,District #30
64641,Phan Rang-Thap Cham,Central,District #30
64642,Quy Nhon,Central,District #30
